pointA,pointB,distance
"(42.3514835, -71.1212481)","(42.3489751, -71.1009021)",1709.723
"(42.3514835, -71.1212481)","(42.3509964, -71.10799517909709)",1203.2
"(42.3514835, -71.1212481)","(42.3496881, -71.1001848)",1790.029
"(42.3514835, -71.1212481)","(42.3518204, -71.11646235858747)",554.4279999999999
"(42.3514835, -71.1212481)","(42.3491905, -71.1060852)",1272.8809999999999
"(42.3514835, -71.1212481)","(42.3505083, -71.1039114501441)",1561.3600000000001
"(42.3514835, -71.1212481)","(42.34865105, -71.10126530464467)",1775.053
"(42.3514835, -71.1212481)","(42.34877175, -71.10419840251558)",1982.582
"(42.3514835, -71.1212481)","(42.3517837, -71.1187216)",250.308
"(42.3514835, -71.1212481)","(42.35051115, -71.09995235)",1841.211
"(42.3514835, -71.1212481)","(42.3490585, -71.10153394404658)",1628.286
"(42.3514835, -71.1212481)","(42.3510171, -71.10981338167903)",1082.7950000000003
"(42.3514835, -71.1212481)","(42.3520335, -71.11030686731542)",1018.7359999999999
"(42.3514835, -71.1212481)","(42.3498642, -71.1020204)",1598.684
"(42.3514835, -71.1212481)","(42.348448899999994, -71.10015580728992)",1791.7050000000002
"(42.3514835, -71.1212481)","(42.336374750000004, -71.07016239901102)",4864.767999999998
"(42.3514835, -71.1212481)","(42.3508802, -71.11750772346343)",379.905
"(42.3514835, -71.1212481)","(42.3484364, -71.10230804217932)",1702.246
"(42.3514835, -71.1212481)","(42.34888825, -71.10484432143394)",1982.582
"(42.3514835, -71.1212481)","(42.335479649999996, -71.0717193943673)",4939.0740000000005
"(42.3514835, -71.1212481)","(42.35078225, -71.10524017370268)",1439.295
"(42.3514835, -71.1212481)","(42.3505236, -71.10754495805156)",1181.451
"(42.3514835, -71.1212481)","(42.3501003, -71.10383756091035)",1479.329
"(42.3514835, -71.1212481)","(42.351051050235355, -71.1137959187151)",656.0989999999999
"(42.3514835, -71.1212481)","(42.35455655, -71.12354972039716)",455.113
"(42.3514835, -71.1212481)","(42.3497494, -71.10134870499787)",1720.717
"(42.3514835, -71.1212481)","(42.34972315, -71.10086607545841)",1735.884
"(42.3514835, -71.1212481)","(42.3360176, -71.0694751)",4937.2509999999975
"(42.3514835, -71.1212481)","(42.3497874, -71.09794138426676)",2009.393
"(42.3489751, -71.1009021)","(42.3509964, -71.10799517909709)",738.36
"(42.3489751, -71.1009021)","(42.3496881, -71.1001848)",113.378
"(42.3489751, -71.1009021)","(42.3518204, -71.11646235858747)",1412.001
"(42.3489751, -71.1009021)","(42.3491905, -71.1060852)",528.174
"(42.3489751, -71.1009021)","(42.3505083, -71.1039114501441)",372.038
"(42.3489751, -71.1009021)","(42.34865105, -71.10126530464467)",84.474
"(42.3489751, -71.1009021)","(42.34877175, -71.10419840251558)",471.477
"(42.3489751, -71.1009021)","(42.3517837, -71.1187216)",1525.3470000000002
"(42.3489751, -71.1009021)","(42.35051115, -71.09995235)",180.52200000000002
"(42.3489751, -71.1009021)","(42.3490585, -71.10153394404658)",125.78399999999999
"(42.3489751, -71.1009021)","(42.3510171, -71.10981338167903)",868.071
"(42.3489751, -71.1009021)","(42.3520335, -71.11030686731542)",980.266
"(42.3489751, -71.1009021)","(42.3498642, -71.1020204)",198.361
"(42.3489751, -71.1009021)","(42.348448899999994, -71.10015580728992)",101.126
"(42.3489751, -71.1009021)","(42.336374750000004, -71.07016239901102)",3174.188999999999
"(42.3489751, -71.1009021)","(42.3508802, -71.11750772346343)",1425.0379999999996
"(42.3489751, -71.1009021)","(42.3484364, -71.10230804217932)",191.141
"(42.3489751, -71.1009021)","(42.34888825, -71.10484432143394)",471.477
"(42.3489751, -71.1009021)","(42.335479649999996, -71.0717193943673)",3248.4949999999994
"(42.3489751, -71.1009021)","(42.35078225, -71.10524017370268)",520.889
"(42.3489751, -71.1009021)","(42.3505236, -71.10754495805156)",716.611
"(42.3489751, -71.1009021)","(42.3501003, -71.10383756091035)",320.77699999999993
"(42.3489751, -71.1009021)","(42.351051050235355, -71.1137959187151)",1119.5900000000001
"(42.3489751, -71.1009021)","(42.35455655, -71.12354972039716)",2141.054
"(42.3489751, -71.1009021)","(42.3497494, -71.10134870499787)",177.60199999999998
"(42.3489751, -71.1009021)","(42.34972315, -71.10086607545841)",61.161
"(42.3489751, -71.1009021)","(42.3360176, -71.0694751)",3246.6719999999996
"(42.3489751, -71.1009021)","(42.3497874, -71.09794138426676)",332.44
"(42.3509964, -71.10799517909709)","(42.3496881, -71.1001848)",730.8779999999999
"(42.3509964, -71.10799517909709)","(42.3518204, -71.11646235858747)",847.7280000000001
"(42.3509964, -71.10799517909709)","(42.3491905, -71.1060852)",311.82800000000003
"(42.3509964, -71.10799517909709)","(42.3505083, -71.1039114501441)",401.65799999999996
"(42.3509964, -71.10799517909709)","(42.34865105, -71.10126530464467)",803.69
"(42.3509964, -71.10799517909709)","(42.34877175, -71.10419840251558)",1012.437
"(42.3509964, -71.10799517909709)","(42.3517837, -71.1187216)",963.1389999999999
"(42.3509964, -71.10799517909709)","(42.35051115, -71.09995235)",681.5089999999999
"(42.3509964, -71.10799517909709)","(42.3490585, -71.10153394404658)",656.923
"(42.3509964, -71.10799517909709)","(42.3510171, -71.10981338167903)",297.133
"(42.3509964, -71.10799517909709)","(42.3520335, -71.11030686731542)",409.32800000000003
"(42.3509964, -71.10799517909709)","(42.3498642, -71.1020204)",561.951
"(42.3509964, -71.10799517909709)","(42.348448899999994, -71.10015580728992)",820.3420000000001
"(42.3509964, -71.10799517909709)","(42.336374750000004, -71.07016239901102)",3880.6139999999987
"(42.3509964, -71.10799517909709)","(42.3508802, -71.11750772346343)",918.5780000000001
"(42.3509964, -71.10799517909709)","(42.3484364, -71.10230804217932)",732.101
"(42.3509964, -71.10799517909709)","(42.34888825, -71.10484432143394)",1012.437
"(42.3509964, -71.10799517909709)","(42.335479649999996, -71.0717193943673)",3954.919999999999
"(42.3509964, -71.10799517909709)","(42.35078225, -71.10524017370268)",279.59299999999996
"(42.3509964, -71.10799517909709)","(42.3505236, -71.10754495805156)",21.749
"(42.3509964, -71.10799517909709)","(42.3501003, -71.10383756091035)",442.596
"(42.3509964, -71.10799517909709)","(42.351051050235355, -71.1137959187151)",555.317
"(42.3509964, -71.10799517909709)","(42.35455655, -71.12354972039716)",1576.7810000000002
"(42.3509964, -71.10799517909709)","(42.3497494, -71.10134870499787)",622.5939999999999
"(42.3509964, -71.10799517909709)","(42.34972315, -71.10086607545841)",699.1510000000001
"(42.3509964, -71.10799517909709)","(42.3360176, -71.0694751)",3953.0969999999993
"(42.3509964, -71.10799517909709)","(42.3497874, -71.09794138426676)",918.6049999999999
"(42.3496881, -71.1001848)","(42.3518204, -71.11646235858747)",1439.1159999999998
"(42.3496881, -71.1001848)","(42.3491905, -71.1060852)",620.7869999999998
"(42.3496881, -71.1001848)","(42.3505083, -71.1039114501441)",329.21999999999997
"(42.3496881, -71.1001848)","(42.34865105, -71.10126530464467)",150.05599999999998
"(42.3496881, -71.1001848)","(42.34877175, -71.10419840251558)",537.059
"(42.3496881, -71.1001848)","(42.3517837, -71.1187216)",1554.5269999999996
"(42.3496881, -71.1001848)","(42.35051115, -71.09995235)",82.47300000000001
"(42.3496881, -71.1001848)","(42.3490585, -71.10153394404658)",220.018
"(42.3496881, -71.1001848)","(42.3510171, -71.10981338167903)",888.5210000000001
"(42.3496881, -71.1001848)","(42.3520335, -71.11030686731542)",1000.716
"(42.3496881, -71.1001848)","(42.3498642, -71.1020204)",191.34499999999997
"(42.3496881, -71.1001848)","(42.348448899999994, -71.10015580728992)",144.85999999999999
"(42.3496881, -71.1001848)","(42.336374750000004, -71.07016239901102)",3197.594999999999
"(42.3496881, -71.1001848)","(42.3508802, -71.11750772346343)",1505.4069999999992
"(42.3496881, -71.1001848)","(42.3484364, -71.10230804217932)",256.72299999999996
"(42.3496881, -71.1001848)","(42.34888825, -71.10484432143394)",537.059
"(42.3496881, -71.1001848)","(42.335479649999996, -71.0717193943673)",3271.9009999999994
"(42.3496881, -71.1001848)","(42.35078225, -71.10524017370268)",478.0709999999999
"(42.3496881, -71.1001848)","(42.3505236, -71.10754495805156)",709.129
"(42.3496881, -71.1001848)","(42.3501003, -71.10383756091035)",331.298
"(42.3496881, -71.1001848)","(42.351051050235355, -71.1137959187151)",1146.705
"(42.3496881, -71.1001848)","(42.35455655, -71.12354972039716)",2168.169
"(42.3496881, -71.1001848)","(42.3497494, -71.10134870499787)",108.28399999999999
"(42.3496881, -71.1001848)","(42.34972315, -71.10086607545841)",54.144999999999996
"(42.3496881, -71.1001848)","(42.3360176, -71.0694751)",3270.0779999999995
"(42.3496881, -71.1001848)","(42.3497874, -71.09794138426676)",242.311
"(42.3491905, -71.1060852)","(42.3505083, -71.1039114501441)",396.8529999999999
"(42.3491905, -71.1060852)","(42.34865105, -71.10126530464467)",529.118
"(42.3491905, -71.1060852)","(42.34877175, -71.10419840251558)",710.835
"(42.3491905, -71.1060852)","(42.3517837, -71.1187216)",1089.506
"(42.3491905, -71.1060852)","(42.35051115, -71.09995235)",678.0949999999999
"(42.3491905, -71.1060852)","(42.3490585, -71.10153394404658)",446.737
"(42.3491905, -71.1060852)","(42.3510171, -71.10981338167903)",432.22999999999996
"(42.3491905, -71.1060852)","(42.3520335, -71.11030686731542)",544.425
"(42.3491905, -71.1060852)","(42.3498642, -71.1020204)",430.39399999999995
"(42.3491905, -71.1060852)","(42.348448899999994, -71.10015580728992)",610.1560000000001
"(42.3491905, -71.1060852)","(42.336374750000004, -71.07016239901102)",3683.2189999999996
"(42.3491905, -71.1060852)","(42.3508802, -71.11750772346343)",988.196
"(42.3491905, -71.1060852)","(42.3484364, -71.10230804217932)",430.499
"(42.3491905, -71.1060852)","(42.34888825, -71.10484432143394)",710.835
"(42.3491905, -71.1060852)","(42.335479649999996, -71.0717193943673)",3757.5249999999996
"(42.3491905, -71.1060852)","(42.35078225, -71.10524017370268)",545.704
"(42.3491905, -71.1060852)","(42.3505236, -71.10754495805156)",290.07899999999995
"(42.3491905, -71.1060852)","(42.3501003, -71.10383756091035)",312.07
"(42.3491905, -71.1060852)","(42.351051050235355, -71.1137959187151)",683.749
"(42.3491905, -71.1060852)","(42.35455655, -71.12354972039716)",1705.2130000000004
"(42.3491905, -71.1060852)","(42.3497494, -71.10134870499787)",552.9209999999999
"(42.3491905, -71.1060852)","(42.34972315, -71.10086607545841)",567.189
"(42.3491905, -71.1060852)","(42.3360176, -71.0694751)",3755.702
"(42.3491905, -71.1060852)","(42.3497874, -71.09794138426676)",839.8489999999999
"(42.3505083, -71.1039114501441)","(42.34865105, -71.10126530464467)",435.4749999999999
"(42.3505083, -71.1039114501441)","(42.34877175, -71.10419840251558)",646.115
"(42.3505083, -71.1039114501441)","(42.3517837, -71.1187216)",1321.2989999999995
"(42.3505083, -71.1039114501441)","(42.35051115, -71.09995235)",285.46999999999997
"(42.3505083, -71.1039114501441)","(42.3490585, -71.10153394404658)",290.601
"(42.3505083, -71.1039114501441)","(42.3510171, -71.10981338167903)",655.293
"(42.3505083, -71.1039114501441)","(42.3520335, -71.11030686731542)",767.4879999999999
"(42.3505083, -71.1039114501441)","(42.3498642, -71.1020204)",190.58
"(42.3505083, -71.1039114501441)","(42.348448899999994, -71.10015580728992)",452.12699999999995
"(42.3505083, -71.1039114501441)","(42.336374750000004, -71.07016239901102)",3486.889999999999
"(42.3505083, -71.1039114501441)","(42.3508802, -71.11750772346343)",1276.7379999999994
"(42.3505083, -71.1039114501441)","(42.3484364, -71.10230804217932)",365.77900000000005
"(42.3505083, -71.1039114501441)","(42.34888825, -71.10484432143394)",646.115
"(42.3505083, -71.1039114501441)","(42.335479649999996, -71.0717193943673)",3561.1959999999995
"(42.3505083, -71.1039114501441)","(42.35078225, -71.10524017370268)",148.851
"(42.3505083, -71.1039114501441)","(42.3505236, -71.10754495805156)",379.909
"(42.3505083, -71.1039114501441)","(42.3501003, -71.10383756091035)",105.918
"(42.3505083, -71.1039114501441)","(42.351051050235355, -71.1137959187151)",913.4769999999999
"(42.3505083, -71.1039114501441)","(42.35455655, -71.12354972039716)",1934.941
"(42.3505083, -71.1039114501441)","(42.3497494, -71.10134870499787)",220.93599999999998
"(42.3505083, -71.1039114501441)","(42.34972315, -71.10086607545841)",327.78
"(42.3505083, -71.1039114501441)","(42.3360176, -71.0694751)",3559.3729999999996
"(42.3505083, -71.1039114501441)","(42.3497874, -71.09794138426676)",516.947
"(42.34877175, -71.10419840251558)","(42.3517837, -71.1187216)",1799.207
"(42.34877175, -71.10419840251558)","(42.35051115, -71.09995235)",604.2030000000001
"(42.34877175, -71.10419840251558)","(42.3490585, -71.10153394404658)",355.514
"(42.34877175, -71.10419840251558)","(42.3510171, -71.10981338167903)",1141.9309999999998
"(42.34877175, -71.10419840251558)","(42.3520335, -71.11030686731542)",1254.1259999999997
"(42.34877175, -71.10419840251558)","(42.3498642, -71.1020204)",632.1979999999999
"(42.34877175, -71.10419840251558)","(42.348448899999994, -71.10015580728992)",474.866
"(42.34877175, -71.10419840251558)","(42.336374750000004, -71.07016239901102)",3563.127999999999
"(42.34877175, -71.10419840251558)","(42.3508802, -71.11750772346343)",1697.8969999999995
"(42.34877175, -71.10419840251558)","(42.3484364, -71.10230804217932)",280.33599999999996
"(42.34877175, -71.10419840251558)","(42.34888825, -71.10484432143394)",0.0
"(42.34877175, -71.10419840251558)","(42.335479649999996, -71.0717193943673)",3637.4339999999993
"(42.34877175, -71.10419840251558)","(42.35078225, -71.10524017370268)",794.9660000000001
"(42.34877175, -71.10419840251558)","(42.3505236, -71.10754495805156)",990.6880000000003
"(42.34877175, -71.10419840251558)","(42.3501003, -71.10383756091035)",594.8539999999999
"(42.34877175, -71.10419840251558)","(42.351051050235355, -71.1137959187151)",1393.4499999999998
"(42.34877175, -71.10419840251558)","(42.35455655, -71.12354972039716)",2414.9139999999998
"(42.34877175, -71.10419840251558)","(42.3497494, -71.10134870499787)",611.439
"(42.34877175, -71.10419840251558)","(42.34972315, -71.10086607545841)",494.99799999999993
"(42.34877175, -71.10419840251558)","(42.3360176, -71.0694751)",3635.6109999999994
"(42.34877175, -71.10419840251558)","(42.3497874, -71.09794138426676)",756.1210000000001
"(42.3517837, -71.1187216)","(42.35051115, -71.09995235)",1601.1499999999999
"(42.3517837, -71.1187216)","(42.3490585, -71.10153394404658)",1443.9100000000003
"(42.3517837, -71.1187216)","(42.3510171, -71.10981338167903)",840.93
"(42.3517837, -71.1187216)","(42.3520335, -71.11030686731542)",771.525
"(42.3517837, -71.1187216)","(42.3498642, -71.1020204)",1363.182
"(42.3517837, -71.1187216)","(42.348448899999994, -71.10015580728992)",1607.3290000000004
"(42.3517837, -71.1187216)","(42.336374750000004, -71.07016239901102)",4672.648999999998
"(42.3517837, -71.1187216)","(42.3508802, -71.11750772346343)",211.66400000000004
"(42.3517837, -71.1187216)","(42.3484364, -71.10230804217932)",1518.871
"(42.3517837, -71.1187216)","(42.34888825, -71.10484432143394)",1799.207
"(42.3517837, -71.1187216)","(42.335479649999996, -71.0717193943673)",4746.955
"(42.3517837, -71.1187216)","(42.35078225, -71.10524017370268)",1199.234
"(42.3517837, -71.1187216)","(42.3505236, -71.10754495805156)",941.39
"(42.3517837, -71.1187216)","(42.3501003, -71.10383756091035)",1243.827
"(42.3517837, -71.1187216)","(42.351051050235355, -71.1137959187151)",407.82200000000006
"(42.3517837, -71.1187216)","(42.35455655, -71.12354972039716)",618.0909999999998
"(42.3517837, -71.1187216)","(42.3497494, -71.10134870499787)",1485.2150000000001
"(42.3517837, -71.1187216)","(42.34972315, -71.10086607545841)",1500.382
"(42.3517837, -71.1187216)","(42.3360176, -71.0694751)",4745.131999999997
"(42.3517837, -71.1187216)","(42.3497874, -71.09794138426676)",1773.891
"(42.35051115, -71.09995235)","(42.3490585, -71.10153394404658)",287.162
"(42.35051115, -71.09995235)","(42.3510171, -71.10981338167903)",935.1440000000001
"(42.35051115, -71.09995235)","(42.3520335, -71.11030686731542)",1047.339
"(42.35051115, -71.09995235)","(42.3498642, -71.1020204)",257.111
"(42.35051115, -71.09995235)","(42.348448899999994, -71.10015580728992)",212.625
"(42.35051115, -71.09995235)","(42.336374750000004, -71.07016239901102)",3212.679999999999
